OBJECTID,Address,Parcel,Units,Stories,UniqueID,Building_Name,Complex_Name,Case_Number,Building_Type,Status,Last_Date,Comments,Safety_Comments,Fire_Alarms,Sprinkler,Managing_Company,MFRecyclingStatus,ShapeSTArea,ShapeSTLength
6037,,,2,2,,735-737 Higgins Rd,,,House,,,,,,,,,2818.37288591656,264.202519295075
6038,,,2,2,,730-732 Higgins Rd,,,House,,,,,,,,,3073.76639771532,270.906289480815
6039,,,2,2,,703-705 Higgins Rd,,,House,,,,,,,,,2821.58913621148,239.034347418022
6040,,,2,2,,703-705 Higgins Rd,,,House,,,,,,,,,2727.2400295125,223.698139214148
6041,,,2,,,702-704 Higgins Rd,,,House,,,,,,,,,2936.32869033434,240.014045360453
6044,,,2,2,,707-709 Higgins Rd,,,House,,,,,,,,,3536.08775135723,322.773828626406
6045,,,2,2,,707-709 Higgins Rd,,,House,,,,,,,,,3356.51996218449,298.094099696988
6046,,,2,2,,706-708 Higgins Rd,,,House,,,,,,,,,2863.80416294619,237.216636179235
6047,,,2,2,,2319-2321 Blanche Ln,,,House,,,,,,,,,2537.03687708624,209.493326068957
6048,,,2,2,,2315-2317 Blanche Ln,,,House,,,,,,,,,2520.93011739878,208.784554490374
6049,,,2,2,,2311-2313 Blanche Ln,,,House,,,,,,,,,2628.14499274117,212.16826236259
6050,,,2,2,,2307-2309 Blanche Ln,,,House,,,,,,,,,2664.43164929618,213.942107829322
6051,,,2,2,,2303-2305 Blanche Ln,,,House,,,,,,,,,2616.63100238899,210.969927921132
6052,,,2,2,,2312-2314 Blanche Ln,,,House,,,,,,,,,2766.78270196346,219.782972266206
6053,,,2,2,,2308-2310 Blanche Ln,,,House,,,,,,,,,3668.41357633526,263.212212214801
6054,,,2,2,,2304-2306 Blanche Ln,,,House,,,,,,,,,3488.57321342642,253.94868214032
6055,,,2,2,,4813-4815 Allison Dr,,,House,,,,,,,,,2763.19108719705,221.441073240131
6056,,,2,2,,4809-4811 Allison Dr,,,House,,,,,,,,,2683.0029977541,220.572807469392
6057,,,2,2,,4805-4807 Allison Dr,,,House,,,,,,,,,3010.45965469191,251.255438536556
6058,,,2,2,,4801-4803 Allison Dr,,,House,,,,,,,,,2537.0461249167,209.493304308164
6059,,,2,2,,2322-2324 Blanch Ln,,,House,,,,,,,,,3630.75942898745,261.012772904736
6060,,,2,2,,2318-2320 Blanch Ln,,,House,,,,,,,,,3606.50712801298,259.74497257761
6064,,,2,2,,2904 W Kirby Ave,,,House,,,,,,,,,2098.61181112041,199.976045169251
6065,,,2,2,,2908 W Kirby Ave,,,House,,,,,,,,,2085.4382811203,199.543179329785
6066,,,2,2,,2910 W Kirby Ave,,,House,,,,,,,,,2375.0787507514,216.713044740409
6067,,,2,2,,2906 W Kirby Ave,,,House,,,,,,,,,2139.92789051239,200.515613741362
6068,,,2,,,2905 Helen Ct,,,House,,,,,,,,,2142.84897764243,197.854679770083
6069,,,2,,,2907 Helen Ct,,,House,,,,,,,,,2148.40571744386,197.421979569417
6070,,,2,,,2911 Helen Ct,,,House,,,,,,,,,2187.65978138696,200.637637230024
6071,,,2,,,2903 Helen Ct,,,House,,,,,,,,,2125.70622273877,196.236418105486
6072,,,2,,,2902 Helen Ct,,,House,,,,,,,,,2152.83071586815,197.364263530192
6073,,,2,,,2910 Helen Ct,,,House,,,,,,,,,2130.18717890358,196.977174197494
6074,,,2,,,2906 Helen Ct,,,House,,,,,,,,,2116.12801705668,197.0331269046
6075,,,2,,,2904 Helen Ct,,,House,,,,,,,,,2143.01275768813,197.565530541558
6076,,,2,,,1504 S Duncan Rd,,,House,,,,,,,,,2073.03563599682,192.015172814163
6077,,,2,1,,1513-1515 W White St,,,House,,,,,,,,,3492.65555737283,263.207954318089
6086,,,2,2,,3902-3904 Inverness Rd,,,House,,,,,,,,,3142.92070479011,249.344192502633
6087,,,2,2,,3906-3908 Inverness Rd,,,House,,,,,,,,,3191.39311228087,250.15205134718
6088,,,2,2,,3910-3912 Inverness Rd,,,House,,,,,,,,,3200.72663889677,249.466324988495
6105,,,2,2,,4002-4004 Inverness Rd,,,House,,,,,,,,,3175.64309939554,248.872606746771
6106,,,2,2,,4006-4008 Inverness Rd,,,House,,,,,,,,,3180.68570253427,249.4310149301
6107,,,2,2,,4010-4012 Inverness Rd,,,House,,,,,,,,,3182.65276904805,249.860360918775
6108,,,2,2,,4018-4020 Inverness Rd,,,House,,,,,,,,,3194.53041660521,249.541121911597
6109,,,2,2,,4014-4016 Inverness Rd,,,House,,,,,,,,,3319.56245879062,252.6842623917
6110,,,2,2,,905-907 Prestwick Pl,,,House,,,,,,,,,3330.09001254797,305.620462942199
6111,,,2,2,,901-903 Prestwick Pl,,,House,,,,,,,,,3442.83430818914,308.910373750926
6112,,,2,2,,805-807 Prestwick Pl,,,House,,,,,,,,,3406.50521427976,308.124134717106
6113,,,2,2,,801-803 Prestwick Pl,,,House,,,,,,,,,3186.07735706344,249.097329574584
6124,,,2,2,,1001-1003 Prestwick Pl,,,House,,,,,,,,,3112.01051295611,245.643397918136
6125,,,2,2,,913-915 Prestwick Pl,,,House,,,,,,,,,3061.34939353897,244.150695687093
6126,,,2,2,,909-911 Prestwick Pl,,,House,,,,,,,,,3251.5130812143,249.949745706382
6171,,,2,2,,4001-4003 Balmoral Dr,,,House,,,,,,,,,3623.58965902494,317.156733017097
6172,,,2,2,,4005-4007 Balmoral Dr,,,House,,,,,,,,,3589.97914703429,315.664450255273
6173,,,2,2,,4009-4011 Balmoral Dr,,,House,,,,,,,,,3634.41859084272,317.556684073901
6174,,,2,2,,4013-4015 Balmoral Dr,,,House,,,,,,,,,3478.93772362626,310.690412933018
6175,,,2,2,,4017-4019 Balmoral Dr,,,House,,,,,,,,,3460.86785137024,311.21705437507
6176,,,2,2,,3906-3908 Balmoral Dr,,,House,,,,,,,,,2909.11098006849,263.093010067203
6177,,,2,2,,3910-3912 Balmoral Dr,,,House,,,,,,,,,2884.32661908522,264.055889501652
6178,,,2,2,,3902-3904 Balmoral Dr,,,House,,,,,,,,,3146.32349479008,281.881026470236
6179,,,2,2,,4002-4004 Balmoral Dr,,,House,,,,,,,,,3701.95632391456,319.365903190909
6180,,,2,2,,4006-4008 Balmoral Dr,,,House,,,,,,,,,3675.42525490215,317.459520730751
6181,,,2,2,,4010-4012 Balmoral Dr,,,House,,,,,,,,,3639.47479800286,315.248082817242
6182,,,2,2,,4014-4016 Balmoral Dr,,,House,,,,,,,,,3635.78707223423,316.672227606099
6183,,,2,2,,4018-4020 Balmoral Dr,,,House,,,,,,,,,3644.64063714338,319.270489073578
6184,,,2,1,,3901-3903 Aberdeen Dr,,,House,,,,,,,,,4380.50951292352,329.766712116982
6185,,,2,2,,3905-3907 Aberdeen Dr,,,House,,,,,,,,,3749.96195177637,309.900400115781
6186,,,2,2,,3909-3911 Aberdeen Dr,,,House,,,,,,,,,3755.8259499928,310.241638422175
6187,,,2,2,,3913-3915 Aberdeen Dr,,,House,,,,,,,,,3731.54867964466,307.971716443511
6188,,,2,2,,4001-4003 Aberdeen Dr,,,House,,,,,,,,,3082.12336530691,242.905843206351
6189,,,2,2,,4005-4007 Aberdeen Dr,,,House,,,,,,,,,3172.26061128727,247.09695653232
6190,,,2,2,,4009-4011 Aberdeen Dr,,,House,,,,,,,,,3178.15643583761,249.948543371237
6191,,,2,2,,4013-4015 Aberdeen Dr,,,House,,,,,,,,,3243.00389294799,251.400483188989
6192,,,2,2,,4017-4019 Aberdeen Dr,,,House,,,,,,,,,3225.9673176219,248.215136538067
6193,,,2,2,,4002-4004 Aberdeen Dr,,,House,,,,,,,,,3098.16780833775,243.900407327099
6194,,,2,1,,3902-3904 Aberdeen Dr,,,House,,,,,,,,,4549.75843330174,336.181466720197
6195,,,2,2,,3906-3908 Aberdeen Dr,,,House,,,,,,,,,3840.69291798769,314.532507208822
6196,,,2,2,,3910-3912 Aberdeen Dr,,,House,,,,,,,,,3848.54715043544,314.37363350945
6197,,,2,2,,3914-3916 Aberdeen Dr,,,House,,,,,,,,,3786.18100354819,310.99840964497
6198,,,2,2,,4006-4008 Aberdeen Dr,,,House,,,,,,,,,3199.93768213267,249.608573013355
6199,,,2,2,,4010-4012 Aberdeen Dr,,,House,,,,,,,,,3219.72481306874,251.023526845268
6200,,,2,2,,4014-4016 Aberdeen Dr,,,House,,,,,,,,,3213.40110783771,251.201396287016
6201,,,2,2,,4018-4020 Aberdeen Dr,,,House,,,,,,,,,3238.41496991926,249.351885578963
6202,,,2,2,,3909-3911 Balmoral Dr,,,House,,,,,,,,,3169.12519639839,271.563851402927
6203,,,2,2,,3905-3907 Balmoral Dr,,,House,,,,,,,,,3048.41984709776,278.670142540743
6204,,,2,2,,3913-3915 Balmoral Dr,,,House,,,,,,,,,3255.20031265232,278.179446416431
6205,,,2,2,,3901-3903 Balmoral Dr,,,House,,,,,,,,,3341.11021570544,284.427268888346
6206,,,2,2,,3905-3907 Inverness Rd,,,House,,,,,,,,,3481.59342206312,258.014972663902
6207,,,2,2,,3909-3911 Inverness Rd,,,House,,,,,,,,,3171.83807303686,248.089782676922
6208,,,2,2,,3901-3903 Inverness Rd,,,House,,,,,,,,,3171.72884217199,248.835887902296
6209,,,2,2,,4001-4003 Inverness Rd,,,House,,,,,,,,,3367.25701357667,258.460230260817
6210,,,2,2,,4005-4007 Inverness Rd,,,House,,,,,,,,,3161.67555910325,250.336393318952
6211,,,2,2,,4013-4015 Inverness Rd,,,House,,,,,,,,,3081.50597118754,248.116194034629
6212,,,2,2,,4009-4011 Inverness Rd,,,House,,,,,,,,,3206.53007378293,251.085596383479
6213,,,2,2,,4017-4019 Inverness Rd,,,House,,,,,,,,,3178.36286501676,250.193100063753
6214,,,2,1,,1008-1010 Birkdale Dr,,,House,,,,,,,,,4350.77000592349,329.278359346851
6215,,,2,1,,1007-1009 Waters Edge Rd,,,House,,,,,,,,,4301.76388800015,332.349171334402
6216,,,2,1,,1004-1006 Birkdale Dr,,,House,,,,,,,,,4352.51090819167,332.453937694048
6217,,,2,1,,1003-1005 Waters Edge Rd,,,House,,,,,,,,,4298.32375539953,330.616398023989
6218,,,2,1,,910-1002 Birkdale Dr,,,House,,,,,,,,,4336.03001192089,330.106511557281
6219,,,2,1,,913-1001 Waters Edge Rd,,,House,,,,,,,,,4348.4154265146,331.44074367921
6220,,,2,1,,906-908 Birkdale Dr,,,House,,,,,,,,,4324.20954595597,330.996890617264
6221,,,2,1,,909-911 Waters Edge Rd,,,House,,,,,,,,,4348.70437182386,332.854346197912
6222,,,2,1,,902-904 Birkdale Dr,,,House,,,,,,,,,4380.62957369208,336.457315630142
6223,,,2,1,,905-907 Waters Edge Rd,,,House,,,,,,,,,4309.18457194521,334.904126411561
6224,,,2,1,,1008-1010 Waters Edge Rd,,,House,,,,,,,,,4742.60576973303,361.245997819013
6225,,,2,1,,1004-1006 Waters Edge Rd,,,House,,,,,,,,,4331.76827493918,331.841834778028
6226,,,2,1,,914-1002 Waters Edge Rd,,,House,,,,,,,,,4371.74254461895,332.515490865706
6227,,,2,1,,910-912 Waters Edge Rd,,,House,,,,,,,,,4351.14446176311,332.083709824916
6228,,,2,1,,906-908 Waters Edge Rd,,,House,,,,,,,,,4329.8741456823,334.304290099323
6229,,,2,1,,902-904 Waters Edge Rd,,,House,,,,,,,,,4391.08460879933,340.433567133034
6230,,,2,2,,1622-1624 Cobblefield Rd,,,Building,,,,,,,,,6480.55520820046,436.915964048033
6231,,,4,2,,1614-1620 Cobblefield Rd,,,Building,,,,,,,,,6906.42784837535,479.929323293333
6232,,,2,1,,2030-2032 Bentbrook Dr,,,House,,,,,,,,,6565.66877747298,503.106527219466
6233,,,2,1,,2026-2028 Bentbrook Dr,,,House,,,,,,,,,6602.04348865224,498.778651676519
6234,,,2,1,,2022-2024 Bentbrook Dr,,,House,,,,,,,,,6574.10270407906,502.013683102164
6235,,,2,2,,4621-4623 Copper Ridge Rd,,,House,,,,,,,,,2948.60735384294,233.78954960343
6236,,,2,2,,4617-4619 Copper Ridge Rd,,,House,,,,,,,,,2930.21354402126,233.615295059633
6237,,,2,2,,4613-4615 Copper Ridge Rd,,,House,,,,,,,,,2589.06302990525,216.585931369176
6238,,,2,2,,4625-4627 Copper Ridge Rd,,,House,,,,,,,,,2633.16883047646,215.823655177425
6239,,,2,2,,4629-4630 Copper Ridge Rd,,,House,,,,,,,,,2655.48874353446,217.904906742341
6240,,,2,2,,4614-4616 Copper Ridge Rd,,,House,,,,,,,,,2671.60283346941,215.277469565191
6241,,,2,2,,4618-4620 Copper Ridge Rd,,,House,,,,,,,,,2736.3893288788,219.412024617737
6242,,,2,2,,4626-4628 Copper Ridge Rd,,,House,,,,,,,,,2982.29962526382,248.082169917191
6243,,,2,2,,4622-4624 Copper Ridge Rd,,,House,,,,,,,,,2713.26949880258,218.879047713499
6244,,,2,1,,2310-2312 Naples Ct,,,House,,,,,,,,,5628.14833847595,328.325775857706
6245,,,2,1,,2305-2307 Naples Ct,,,House,,,,,,,,,5548.63586674079,333.137634632917
6246,,,2,1,,2306-2308 Naples Ct,,,House,,,,,,,,,4539.00391478998,285.237443740407
6247,,,2,1,,2301-2303 Naples Ct,,,House,,,,,,,,,5459.54149656357,327.101975412828
6248,,,2,1,,2302-2304 Naples Ct,,,House,,,,,,,,,5354.27310409904,321.562982189285
6249,,,2,1,,2309-2311 Naples Ct,,,House,,,,,,,,,5619.20722640508,331.928283203803
6250,,,2,1,,2315-2317 Venice Ct,,,House,,,,,,,,,5510.29267236136,333.532225675016
6251,,,2,1,,2319-2321 Venice Ct,,,House,,,,,,,,,5384.0568346634,324.487794933824
6252,,,2,1,,2323-2325 Venice Ct,,,House,,,,,,,,,5604.63416959813,337.019134159712
6253,,,2,1,,2306-2308 Milan Ct,,,House,,,,,,,,,5412.05924280778,330.646075114332
6254,,,2,1,,2305-2307 Milan Ct,,,House,,,,,,,,,5612.60278412094,333.671843026494
6255,,,2,1,,2301-2303 Milan Ct,,,House,,,,,,,,,5523.69178589641,333.617408989958
6256,,,2,1,,2302-2304 Milan Ct,,,House,,,,,,,,,5405.84775439224,329.261865049819
6257,,,2,1,,2315-2317 Milan Ct,,,House,,,,,,,,,5497.72555830467,339.554591723261
6258,,,2,1,,2316-2318 Milan Ct,,,House,,,,,,,,,5478.5033282058,330.730605372914
6259,,,2,1,,2311-2313 Milan Ct,,,House,,,,,,,,,5429.13410284202,327.92286103997
6260,,,2,1,,2312-2314 Milan Ct,,,House,,,,,,,,,5424.82986316927,328.336406838887
6261,,,2,1,,2316-2318 Verona Ct,,,House,,,,,,,,,5385.01705015443,327.496440651963
6262,,,2,1,,2312-2314 Verona Ct,,,House,,,,,,,,,5490.16031858101,330.309784420532
6263,,,2,1,,2306-2308 Verona Ct,,,House,,,,,,,,,5507.30765291822,330.718303873903
6264,,,2,1,,2302-2304 Verona Ct,,,House,,,,,,,,,5342.17742934946,327.708956186817
6265,,,2,1,,2306-2308 S Staley Rd,,,House,,,,,,,,,6247.36348629491,396.191432607137
6266,,,2,1,,2302-2304 S Staley Rd,,,House,,,,,,,,,6113.78395289028,429.858413383153
6267,,,2,2,,604-606 Sedgegrass Dr,,,House,,,,,,,,,3212.00647767558,246.815157615869
6268,,,2,1,,705-707 Chickory Dr,,,House,,,,,,,,,4151.60866713411,321.699441949296
6269,,,2,1,,616-618 Sedgegrass Dr,,,House,,,,,,,,,5915.34672437664,335.995192586012
6270,,,2,1,,620-622 Sedgegrass Dr,,,House,,,,,,,,,4292.76400279163,292.519516046209
6271,,,2,1,,624-626 Sedgegrass Dr,,,House,,,,,,,,,4746.0283423219,385.212238089567
6272,,,2,1,,628-630 Sedgegrass Dr,,,House,,,,,,,,,4271.61323156721,314.703405534336
6273,,,2,1,,636-638 Sedgegrass Dr,,,House,,,,,,,,,4515.13639790879,346.356235817909
6274,,,2,1,,640-642 Sedgegrass Dr,,,House,,,,,,,,,4610.13359076472,347.803915730204
6275,,,2,1,,612-614 Sedgegrass Dr,,,House,,,,,,,,,4182.7652062723,308.866542431354
6276,,,2,1,,632-634 Sedgegrass Dr,,,House,,,,,,,,,5426.87535947236,327.479396362415
6277,,,2,1,,608-610 Sedgegrass Dr,,,House,,,,,,,,,4289.39982079257,283.507746863292
6278,,,2,2,,601-603 Fox Sedge Ct,,,House,,,,,,,,,2806.54185295541,217.868515739877
6279,,,2,2,,602-604 Fox Sedge Ct,,,House,,,,,,,,,2700.54390009237,235.767418772237
6280,,,2,2,,644 Sedgegrass Dr/605 Fox Sedge Ct,,,House,,,,,,,,,2948.85690022232,228.321738197074
6281,,,2,2,,704 Sedgegrass Dr/606 Fox Sedge Ct,,,House,,,,,,,,,2626.30827919064,210.774976333935
6282,,,2,2,,714-716 Sedgegrass Dr,,,House,,,,,,,,,4754.76840294938,345.927856353908
6283,,,2,2,,718-720 Sedgegrass Dr,,,House,,,,,,,,,3664.22971378112,299.016871916266
6284,,,2,2,,722-724 Sedgegrass Dr,,,House,,,,,,,,,3755.52481869402,303.467483664579
6285,,,2,2,,706-708 Sedgegrass Dr,,,House,,,,,,,,,3953.02123692435,285.767251038768
6286,,,2,2,,710-712 Sedgegrass Dr,,,House,,,,,,,,,3315.93460601162,262.271422357661
6287,,,2,1,,726-728 Sedgegrass Dr,,,House,,,,,,,,,3776.43527005706,310.97395844323
6288,,,2,,,730-732 Sedgegrass Dr,,,,,,,,,,,,2803.46328727054,221.077100549884
6289,,,2,,,734-736 Sedgegrass Dr,,,,,,,,,,,,3292.36687446141,248.3932366064
6290,,,2,,,738-740 Sedgegrass Dr,,,,,,,,,,,,3763.96131323593,284.188514506673
6291,,,2,,,742-744 Sedgegrass Dr,,,,,,,,,,,,3466.63175326256,253.225614255761
6292,,,2,2,,746-748 Sedgegrass Dr,,,House,,,,,,,,,2482.86187454757,208.899675563362
6293,,,2,2,,750-752 Sedgegrass Dr,,,House,,,,,,,,,2482.86307482642,208.899487175535
6294,,,2,2,,754-756 Sedgegrass Dr,,,House,,,,,,,,,2482.87064494669,208.899208084565
6295,,,2,2,,800-802 Sedgegrass Dr,,,House,,,,,,,,,2482.87064494669,208.899208084565
6296,,,2,1,,808-810 Sedgegrass Dr,,,House,,,,,,,,,4358.25727020066,360.604097287625
6297,,,2,1,,812-814 Sedgegrass Dr,,,House,,,,,,,,,4853.58952577549,361.026498123282
6298,,,2,1,,804-806 Sedgegrass Dr,,,House,,,,,,,,,4119.29353695895,367.147351840141
6299,,,2,1,,824-826 Sedgegrass Dr,,,House,,,,,,,,,4157.48995831074,274.049234721735
6300,,,2,1,,828-830 Sedgegrass Dr,,,House,,,,,,,,,4545.1005313745,409.009562535694
6301,,,2,1,,832-834 Sedgegrass Dr,,,House,,,,,,,,,4367.9790737848,377.817108260881
6302,,,2,1,,836-838 Sedgegrass Dr,,,House,,,,,,,,,4220.80677722894,372.788287235843
6303,,,2,1,,840-842 Sedgegrass Dr,,,House,,,,,,,,,4223.9323997433,367.691602754013
6304,,,2,1,,844-846 Sedgegrass Dr,,,House,,,,,,,,,3769.8794225976,265.325709271517
6305,,,2,2,,820-822 Sedgegrass Dr,,,House,,,,,,,,,3923.74765307233,298.345168229311
6306,,,2,2,,816-818 Sedgegrass Dr,,,House,,,,,,,,,2519.70227476072,210.251594851586
6307,,,2,2,,3925-3927 Summer Sage Ct,,,House,,,,,,,,,2926.11825873094,228.067820021538
6308,,,2,2,,3929-3931 Summer Sage Ct,,,House,,,,,,,,,2763.94586077083,217.185730162559
6309,,,2,2,,3921-3923 Summer Sage Ct,,,House,,,,,,,,,2946.63332897329,225.846904352878
6310,,,2,2,,3917-3919 Summer Sage Ct,,,House,,,,,,,,,2723.212187063,215.807102864922
6311,,,2,2,,3913-3915 Summer Sage Ct,,,House,,,,,,,,,2752.35131966309,219.283958970549
6312,,,2,2,,3901-3903 Summer Sage Ct,,,House,,,,,,,,,2675.04697227383,214.014509425056
6313,,,2,2,,3909-3911 Summer Sage Ct,,,House,,,,,,,,,2716.92269968193,215.902480245861
6314,,,2,2,,3905-3907 Summer Sage Ct,,,House,,,,,,,,,2877.15390558172,229.034128421725
6315,,,2,2,,3933-3935 Summer Sage Ct,,,House,,,,,,,,,3507.94432524836,254.56301716466
6316,,,2,2,,3908-3910 Summer Sage Ct,,,House,,,,,,,,,2828.5212013942,221.176055207397
6317,,,2,2,,3904-3906 Summer Sage Ct,,,House,,,,,,,,,2752.03035620779,217.331779528058
6318,,,2,2,,3814-3902 Summer Sage Ct,,,House,,,,,,,,,2760.88208501645,217.205005488598
6319,,,2,2,,3912-3914 Summer Sage Ct,,,House,,,,,,,,,2743.76409174383,225.097039055582
6320,,,2,2,,3920-3922 Summer Sage Ct,,,House,,,,,,,,,2938.38209355913,230.873926451869
6321,,,2,2,,3916-3918 Summer Sage Ct,,,House,,,,,,,,,2828.5212013942,221.176055207397
6322,,,2,2,,3924-3926 Summer Sage Ct,,,House,,,,,,,,,2938.38209355913,230.873926451869
6323,,,2,2,,3928-3930 Summer Sage Ct,,,House,,,,,,,,,2938.38209355913,230.873926451869
6324,,,2,2,,3936-3938 Summer Sage Ct,,,House,,,,,,,,,3103.08328320644,245.160780811412
6325,,,2,2,,3801-3803 Summer Sage Ct,,,House,,,,,,,,,4418.54522333111,324.295393328342
6326,,,2,2,,3805-3807 Summer Sage Ct,,,House,,,,,,,,,4419.60627101804,325.130322736529
6327,,,2,2,,3810-3812 Summer Sage Ct,,,House,,,,,,,,,3275.86305831113,280.669304369339
6328,,,2,2,,3806-3808 Summer Sage Ct,,,House,,,,,,,,,3348.4546199975,283.501258434369
6329,,,2,2,,3802-3804 Summer Sage Ct,,,House,,,,,,,,,3320.73208855032,281.958989124216
6330,,,4,2,,3705-3711 Summer Sage Ct,,,Building,,,,,,,,,3539.47980811303,267.092742076123
6331,,,4,2,,3745-3751 Summer Sage Ct,,,Building,,,,,,,,,3409.53510048213,261.26830930104
6332,,,4,2,,3737-3743 Summer Sage Ct,,,Building,,,,,,,,,3442.52646804093,260.388506156092
6333,,,4,2,,3729-3735 Summer Sage Ct,,,Building,,,,,,,,,3444.1485317777,262.595454907838
6334,,,4,2,,3721-3727 Summer Sage Ct,,,Building,,,,,,,,,3396.01430772342,261.999290229774
6335,,,4,2,,3713-3719 Summer Sage Ct,,,Building,,,,,,,,,3515.35722250413,266.694034345482
6336,,,4,2,,3701-3704 Summer Sage Ct,,,Building,,,,,,,,,3543.18689845578,265.64687900595
6337,,,4,2,,3746-3752 Summer Sage Ct,,,Building,,,,,,,,,3617.25666468401,278.521166992583
6338,,,4,2,,3738-3744 Summer Sage Ct,,,Building,,,,,,,,,3667.94568899673,279.600895952529
6339,,,4,2,,3722-3728 Summer Sage Ct,,,Building,,,,,,,,,3613.42725741228,277.757229032189
6340,,,4,2,,3730-3736 Summer Sage Ct,,,Building,,,,,,,,,3654.0026329506,278.689250353506
6341,,,4,2,,3714-3720 Summer Sage Ct,,,Building,,,,,,,,,3641.25594265758,279.414131389401
6342,,,4,2,,3706-3712 Summer Sage Ct,,,Building,,,,,,,,,3563.61496322804,276.098515478205
6343,,,4,1,,3318-3324 Edward Hoffman Dr,,,Building,,,,,,,,,6536.13276224652,402.430008702127
6344,,,4,1,,3310-3316 Edward Hoffman Dr,,,Building,,,,,,,,,6488.89816801798,401.799060755112
6345,,,4,1,,3302-3308 Edward Hoffman Dr,,,Building,,,,,,,,,6544.51886714268,404.337620393664
6346,,,2,2,,3319-3321 Boulder Ridge Dr,,,House,,,,,,,,,3210.66737055519,236.539701907476
6347,,,2,2,,3315-3317 Boulder Ridge Dr,,,House,,,,,,,,,3210.66737055519,236.539701907476
6348,,,2,2,,3311-3313 Boulder Ridge Dr,,,House,,,,,,,,,3210.66370944099,236.539788858674
6349,,,2,2,,3307-3309 Boulder Ridge Dr,,,House,,,,,,,,,3210.6624261189,236.539334788621
6350,,,2,2,,3306-3310 Boulder Ridge Dr,,,House,,,,,,,,,3095.30086270707,233.533894920359
6351,,,2,2,,3312-3314 Boulder Ridge Dr,,,House,,,,,,,,,3034.40711395488,234.347707732216
6352,,,2,1,,3324-3326 Boulder Ridge Dr,,,House,,,,,,,,,4910.6722299293,337.761388942184
6353,,,2,1,,3320-3322 Boulder Ridge Dr,,,House,,,,,,,,,4880.77268456531,336.434249781409
6354,,,2,1,,3316-3318 Boulder Ridge Dr,,,House,,,,,,,,,4871.30906692488,335.449140298382
6355,,,2,1,,1503-1505 Stonebluff Ct,,,House,,,,,,,,,4903.2446250328,339.84736888012
6356,,,2,1,,1511-1513 Stonebluff Ct,,,House,,,,,,,,,4955.10151937436,340.820821331085
6357,,,2,1,,1504-1506 Stonebluff Ct,,,House,,,,,,,,,4912.38676658876,334.871007080381
6358,,,2,2,,1516-1518 Stonebluff Ct,,,House,,,,,,,,,2525.1230213324,209.616935583279
6359,,,2,2,,1515-1517 Stonebluff Ct,,,House,,,,,,,,,2531.0028136405,210.205257354569
6360,,,2,2,,1508-1510 Stonebluff Ct,,,House,,,,,,,,,2982.22413514049,227.404637240865
6361,,,2,2,,1507-1509 Stonebluff Ct,,,House,,,,,,,,,2942.32153037468,231.907264692483
6362,,,2,1,,1512-1514 Stonebluff Ct,,,House,,,,,,,,,3834.22382116376,295.919871459524
6363,,,4,2,,3326-3332 Stoneway Ct,,,House,,,,,,,,,4185.00380684023,301.336897250589
6364,,,4,2,,3318-3324 Stoneway Ct,,,House,,,,,,,,,4206.52722245303,305.257264967638
6365,,,4,2,,3301-3307 Stoneway Ct,,,House,,,,,,,,,4134.43520598458,287.934909344732
6366,,,4,2,,3341-3347 Stoneway Ct,,,House,,,,,,,,,4213.32884985322,316.268039776228
6367,,,4,2,,3333-3339 Stoneway Ct,,,House,,,,,,,,,4254.18501755565,305.827155264175
6368,,,2,1,,3323-3325 Boulder Ridge Dr,,,House,,,,,,,,,5072.20788824796,327.889973161116
6369,,,2,1,,3327-3329 Boulder Ridge Dr,,,House,,,,,,,,,5015.48127209378,327.071549290646
6370,,,2,1,,3331-3333 Boulder Ridge Dr,,,House,,,,,,,,,5036.98823158325,326.452382810961
6371,,,2,1,,3338-3340 Boulder Ridge Dr,,,House,,,,,,,,,4373.89057789926,316.163574308618
6372,,,2,1,,1503-1505 Greyrock Ln,,,House,,,,,,,,,3876.60640530814,289.669602354962
6373,,,2,1,,1511-1513 Greyrock Ln,,,House,,,,,,,,,4322.12457898181,339.267244507354
6374,,,2,1,,1504-1506 Greyrock Ln,,,House,,,,,,,,,4979.68620938023,339.20153384069
6375,,,2,1,,1515-1517 Greyrock Ln,,,House,,,,,,,,,4529.51739180126,347.696541768152
6376,,,2,2,,1516-1518 Greyrock Ln,,,House,,,,,,,,,2232.86564355145,198.5168186538
6377,,,2,2,,1512-1514 Greyrock Ln,,,House,,,,,,,,,3102.63459408646,232.368641807596
6378,,,2,2,,1508-1510 Greyrock Ln,,,House,,,,,,,,,2980.19358758875,230.974386240925
6379,,,2,2,,3334-3336 Boulder Ridge Dr,,,House,,,,,,,,,3160.16290862508,233.473356008635
6380,,,2,2,,1507-1509 Greyrock Ln,,,House,,,,,,,,,3369.29438585087,248.753373090536
6381,,,2,1,,3410-3412 Boulder Ridge Dr,,,House,,,,,,,,,4300.91325578302,315.166154215911
6382,,,2,2,,3422-3424 Boulder Ridge Dr,,,House,,,,,,,,,2869.17032277114,230.600299712405
6383,,,2,2,,3406-3408 Boulder Ridge Dr,,,House,,,,,,,,,3594.10933319577,260.383379669515
6384,,,2,2,,3402-3404 Boulder Ridge Dr,,,House,,,,,,,,,3640.61272833463,259.937799824921
6385,,,2,2,,3418-3420 Boulder Ridge Dr,,,House,,,,,,,,,2494.00553215951,210.159700813192
